BU_CODE,pop,hh,p_hh_low_income,p_hh_lowest_20,p_hh_highest_40,cars_per_hh,nr_w_migr,nr_nw_migr,avg_inc_per_res,area_total,area_land,pop_density,house_price,nr_hh_low_income,1-nr_hh_low_income,nr_hh_lowest_20,nr_hh_highest_40,nr_migr,nr_dutch,p_w_migr,p_nw_migr,p_dutch,p_migr
BU03634805,4160,2445,0.085,0.43700000000000006,0.23600000000000002,0.5,1000,655,40.4,0.21,0.2,20857.0,460,207.82500000000002,2237.175,1068.4650000000001,577.02,1655,2505,0.2403846153846154,0.15745192307692307,0.6021634615384616,0.39783653846153844
BU03634900,785,330,0.066,0.21899999999999997,0.594,1.2,190,75,,0.22,0.19,4088.0,1985,21.78,308.22,72.27,196.01999999999998,265,520,0.24203821656050956,0.09554140127388536,0.6624203821656051,0.3375796178343949
BU03634901,1245,575,0.073,0.28300000000000003,0.479,0.9,400,125,,0.15,0.15,8561.0,1263,41.974999999999994,533.025,162.72500000000002,275.425,525,720,0.321285140562249,0.10040160642570281,0.5783132530120482,0.42168674698795183
BU03634902,75,25,,,,,10,5,,0.11,0.1,817.0,,,,,,15,60,0.13333333333333333,0.06666666666666667,0.8,0.2
BU03634903,1385,630,0.064,0.254,0.495,0.9,445,145,,0.14,0.14,9616.0,1134,40.32,589.68,160.02,311.85,590,795,0.3212996389891697,0.10469314079422383,0.5740072202166066,0.4259927797833935
BU03634904,2440,1155,0.057999999999999996,0.27399999999999997,0.478,0.7,835,265,,0.15,0.15,16232.0,999,66.99,1088.01,316.46999999999997,552.09,1100,1340,0.3422131147540984,0.10860655737704918,0.5491803278688525,0.45081967213114754
BU03634905,2690,1350,0.048,0.271,0.429,0.7,840,280,55.8,0.16,0.15,17432.0,786,64.8,1285.2,365.85,579.15,1120,1570,0.31226765799256506,0.10408921933085502,0.5836431226765799,0.4163568773234201
BU03635000,0,0,,,,,0,0,,0.02,0.02,,,,,,,0,0,,,,
BU03635001,0,0,,,,,0,0,,0.0,0.0,,,,,,,0,0,,,,
BU03635003,0,0,,,,,0,0,,0.06,0.06,,,,,,,0,0,,,,
BU03635005,0,0,,,,,0,0,,0.04,0.04,,,,,,,0,0,,,,
BU03635006,0,0,,,,,0,0,,0.27,0.27,,,,,,,0,0,,,,
BU03635100,325,90,,,,1.3,50,40,,0.1,0.1,3156.0,,,,,,90,235,0.15384615384615385,0.12307692307692308,0.7230769230769231,0.27692307692307694
BU03635101,6090,2200,0.092,0.264,0.405,0.7,985,2135,31.7,0.49,0.44,13700.0,457,202.4,1997.6,580.8000000000001,891.0000000000001,3120,2970,0.16174055829228243,0.3505747126436782,0.4876847290640394,0.5123152709359606
BU03635102,1830,840,0.1,0.396,0.14400000000000002,0.6,285,960,,0.14,0.11,16020.0,340,84.0,756.0,332.64000000000004,120.96000000000001,1245,585,0.1557377049180328,0.5245901639344263,0.319672131147541,0.680327868852459
BU03635200,3020,1650,0.069,0.35600000000000004,0.315,0.5,735,320,44.7,0.15,0.14,21652.0,593,113.85000000000001,1536.15,587.4000000000001,519.75,1055,1965,0.2433774834437086,0.10596026490066225,0.6506622516556292,0.34933774834437087
BU03635201,4395,2450,0.079,0.444,0.257,0.5,945,560,38.9,0.26,0.25,17480.0,519,193.55,2256.45,1087.8,629.65,1505,2890,0.2150170648464164,0.12741751990898748,0.6575654152445961,0.3424345847554039
BU03635202,3150,1735,0.055,0.429,0.28300000000000003,0.5,675,340,40.1,0.16,0.16,19674.0,548,95.425,1639.575,744.3149999999999,491.00500000000005,1015,2135,0.21428571428571427,0.10793650793650794,0.6777777777777778,0.32222222222222224
BU03635203,2410,1375,0.076,0.43799999999999994,0.249,0.4,560,310,,0.14,0.14,17174.0,495,104.5,1270.5,602.2499999999999,342.375,870,1540,0.23236514522821577,0.12863070539419086,0.6390041493775933,0.36099585062240663
BU03635206,1505,895,0.151,0.579,0.163,0.4,250,280,,0.13,0.13,11500.0,359,135.14499999999998,759.855,518.2049999999999,145.88500000000002,530,975,0.16611295681063123,0.18604651162790697,0.6478405315614618,0.3521594684385382
BU03635207,610,320,0.028999999999999998,0.153,0.513,0.5,180,90,,0.17,0.17,3686.0,540,9.28,310.72,48.96,164.16,270,340,0.29508196721311475,0.14754098360655737,0.5573770491803278,0.4426229508196721
BU03635300,2400,1555,0.14800000000000002,0.5720000000000001,0.135,0.4,470,470,,0.13,0.12,19426.0,383,230.14000000000004,1324.86,889.4600000000002,209.925,940,1460,0.19583333333333333,0.19583333333333333,0.6083333333333333,0.39166666666666666
BU03635301,2905,1775,0.11,0.56,0.152,0.4,595,650,31.4,0.16,0.13,21918.0,408,195.25,1579.75,994.0000000000001,269.8,1245,1660,0.20481927710843373,0.22375215146299485,0.5714285714285714,0.42857142857142855
BU03635400,2480,1585,0.153,0.574,0.159,0.3,470,545,,0.18,0.17,14878.0,368,242.505,1342.495,909.79,252.01500000000001,1015,1465,0.18951612903225806,0.21975806451612903,0.5907258064516129,0.4092741935483871
BU03635401,2710,1675,0.09300000000000001,0.475,0.187,0.4,515,400,36.6,0.23,0.19,14181.0,391,155.77500000000003,1519.225,795.625,313.225,915,1795,0.1900369003690037,0.14760147601476015,0.6623616236162362,0.3376383763837638
BU03635402,2150,1335,0.10400000000000001,0.49,0.184,0.5,435,280,,0.29,0.26,8322.0,412,138.84,1196.16,654.15,245.64,715,1435,0.20232558139534884,0.13023255813953488,0.6674418604651163,0.3325581395348837
BU03635403,1715,1090,0.23600000000000002,0.698,0.071,0.3,285,595,,0.08,0.08,21641.0,358,257.24,832.76,760.8199999999999,77.38999999999999,880,835,0.1661807580174927,0.3469387755102041,0.4868804664723032,0.5131195335276968
BU03635404,45,25,,,,,5,5,,0.32,0.27,167.0,,,,,,10,35,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.2222222222222222
BU03635501,2415,1555,0.115,0.7390000000000001,0.10300000000000001,0.2,570,765,,0.18,0.18,13779.0,242,178.82500000000002,1376.175,1149.1450000000002,160.16500000000002,1335,1080,0.2360248447204969,0.3167701863354037,0.4472049689440994,0.5527950310559007
BU03635502,1025,600,0.044000000000000004,0.23800000000000002,0.255,0.4,260,185,,0.19,0.18,5559.0,454,26.400000000000002,573.6,142.8,153.0,445,580,0.25365853658536586,0.18048780487804877,0.5658536585365853,0.43414634146341463
BU03635503,2135,1035,0.06,0.385,0.306,0.9,380,405,,0.16,0.16,13614.0,477,62.099999999999994,972.9,398.475,316.71,785,1350,0.17798594847775176,0.18969555035128804,0.6323185011709602,0.36768149882903983
BU03635504,10,5,,,,,0,0,,0.29,0.25,41.0,,,,,,0,10,0.0,0.0,1.0,0.0
BU03635505,850,495,0.23600000000000002,0.746,0.047,0.4,100,370,,0.11,0.11,7834.0,265,116.82000000000001,378.18,369.27,23.265,470,380,0.11764705882352941,0.43529411764705883,0.4470588235294118,0.5529411764705883
BU03635506,1850,895,0.094,0.49,0.201,0.6,245,335,,0.29,0.28,6684.0,381,84.13,810.87,438.55,179.895,580,1270,0.13243243243243244,0.1810810810810811,0.6864864864864865,0.31351351351351353
BU03635507,2390,1420,0.17300000000000001,0.67,0.125,0.4,380,665,,0.36,0.36,6631.0,343,245.66000000000003,1174.34,951.4000000000001,177.5,1045,1345,0.1589958158995816,0.27824267782426776,0.5627615062761506,0.4372384937238494
BU03635508,615,340,0.17300000000000001,0.614,0.078,0.3,105,345,,0.09,0.07,8380.0,300,58.82000000000001,281.18,208.76,26.52,450,165,0.17073170731707318,0.5609756097560976,0.2682926829268293,0.7317073170731707
BU03635600,2670,1360,0.052000000000000005,0.368,0.32899999999999996,0.6,540,260,43.9,0.18,0.17,15545.0,592,70.72000000000001,1289.28,500.48,447.43999999999994,800,1870,0.20224719101123595,0.09737827715355805,0.700374531835206,0.299625468164794
BU03635601,2930,1320,0.059000000000000004,0.379,0.34,0.6,485,315,40.8,0.19,0.19,15813.0,596,77.88000000000001,1242.12,500.28000000000003,448.8,800,2130,0.16552901023890784,0.1075085324232082,0.726962457337884,0.27303754266211605
BU03635602,5115,2465,0.055999999999999994,0.381,0.28300000000000003,0.6,970,560,33.7,0.4,0.4,12930.0,473,138.04,2326.96,939.165,697.595,1530,3585,0.18963831867057673,0.10948191593352884,0.7008797653958945,0.2991202346041056
BU03635603,305,180,0.034,0.462,0.228,0.6,40,15,,0.21,0.21,1443.0,435,6.12,173.88,83.16000000000001,41.04,55,250,0.13114754098360656,0.04918032786885246,0.819672131147541,0.18032786885245902
BU03635604,250,245,0.632,0.996,0.0,0.0,10,165,,0.25,0.24,1049.0,,154.84,90.16,244.02,0.0,175,75,0.04,0.66,0.3,0.7
BU03635605,1650,735,0.064,0.302,0.35700000000000004,0.7,245,420,,0.26,0.26,6388.0,502,47.04,687.96,221.97,262.39500000000004,665,985,0.1484848484848485,0.2545454545454545,0.5969696969696969,0.403030303030303
BU03635606,0,0,,,,,0,0,,0.27,0.27,,,,,,,0,0,,,,
BU03635607,2670,1985,0.055999999999999994,0.687,0.139,0.1,1000,545,,0.42,0.41,6534.0,252,111.15999999999998,1873.84,1363.6950000000002,275.915,1545,1125,0.37453183520599254,0.20411985018726592,0.42134831460674155,0.5786516853932584
BU03635608,265,250,0.5670000000000001,0.975,0.008,0.2,35,160,,0.85,0.7,382.0,,141.75000000000003,108.24999999999997,243.75,2.0,195,70,0.1320754716981132,0.6037735849056604,0.2641509433962264,0.7358490566037735
BU03635700,3250,1960,0.16899999999999998,0.652,0.065,0.5,410,855,23.3,0.46,0.44,7425.0,307,331.23999999999995,1628.76,1277.92,127.4,1265,1985,0.12615384615384614,0.2630769230769231,0.6107692307692307,0.3892307692307692
BU03635701,5,0,,,,,0,5,,0.39,0.38,,,,,,,5,0,0.0,1.0,0.0,1.0
BU03635702,0,0,,,,,0,0,,0.28,0.27,,,,,,,0,0,,,,
BU03635801,1365,840,0.16,0.853,0.031,0.3,340,350,,0.48,0.46,2990.0,517,134.4,705.6,716.52,26.04,690,675,0.2490842490842491,0.2564102564102564,0.4945054945054945,0.5054945054945055
BU03635804,75,30,,,,,15,5,,0.51,0.45,176.0,,,,,,20,55,0.2,0.06666666666666667,0.7333333333333333,0.26666666666666666
BU03635805,40,5,,,,,5,5,,1.19,1.1,39.0,,,,,,10,30,0.125,0.125,0.75,0.25
BU03635806,1835,1230,0.079,0.53,0.21,0.6,315,305,,0.37,0.28,6513.0,335,97.17,1132.83,651.9,258.3,620,1215,0.17166212534059946,0.16621253405994552,0.662125340599455,0.33787465940054495
BU03635807,730,435,0.04,0.203,0.428,0.5,255,135,,0.15,0.12,6373.0,515,17.400000000000002,417.6,88.305,186.18,390,340,0.3493150684931507,0.18493150684931506,0.4657534246575342,0.5342465753424658
BU03635808,30,20,,,,,10,5,,0.24,0.23,145.0,,,,,,15,15,0.3333333333333333,0.16666666666666666,0.5,0.5
BU03635809,705,620,0.08900000000000001,0.8079999999999999,0.047,0.1,190,165,,0.26,0.21,3347.0,,55.18000000000001,564.8199999999999,500.96,29.14,355,350,0.2695035460992908,0.23404255319148937,0.49645390070921985,0.5035460992907801
BU03635900,1335,665,0.032,0.20199999999999999,0.431,0.9,400,190,,0.27,0.24,5473.0,846,21.28,643.72,134.32999999999998,286.615,590,745,0.299625468164794,0.14232209737827714,0.5580524344569289,0.4419475655430712
BU03635901,0,0,,,,,0,0,,0.17,0.14,,,,,,,0,0,,,,
BU03636000,4845,2545,0.24,0.679,0.057999999999999996,0.4,600,2375,19.3,0.58,0.49,9873.0,233,610.8,1934.2,1728.055,147.60999999999999,2975,1870,0.1238390092879257,0.49019607843137253,0.38596491228070173,0.6140350877192983
BU03636001,2410,1235,0.20800000000000002,0.662,0.075,0.5,270,930,,0.37,0.36,6748.0,271,256.88,978.12,817.57,92.625,1200,1210,0.11203319502074689,0.38589211618257263,0.5020746887966805,0.4979253112033195
BU03636002,2385,1245,0.13699999999999998,0.5579999999999999,0.086,0.6,315,590,,0.36,0.35,6894.0,247,170.56499999999997,1074.435,694.7099999999999,107.07,905,1480,0.1320754716981132,0.24737945492662475,0.6205450733752621,0.37945492662473795
BU03636100,2500,1465,0.205,0.628,0.075,0.5,350,1115,,0.4,0.2,12349.0,275,300.325,1164.675,920.02,109.875,1465,1035,0.14,0.446,0.414,0.586
BU03636101,4315,2175,0.201,0.606,0.096,0.5,605,2080,20.7,0.34,0.32,13459.0,292,437.175,1737.825,1318.05,208.8,2685,1630,0.14020857473928158,0.4820393974507532,0.37775202780996525,0.6222479721900348
BU03636102,1265,690,0.174,0.593,0.077,0.5,170,470,,0.32,0.29,4408.0,301,120.05999999999999,569.94,409.16999999999996,53.13,640,625,0.13438735177865613,0.3715415019762846,0.49407114624505927,0.5059288537549407
BU03636103,180,70,,,,1.2,40,15,,0.39,0.37,484.0,,,,,,55,125,0.2222222222222222,0.08333333333333333,0.6944444444444444,0.3055555555555556
BU03636200,1045,535,0.075,0.5770000000000001,0.099,0.7,130,175,,0.12,0.11,9397.0,262,40.125,494.875,308.69500000000005,52.965,305,740,0.12440191387559808,0.1674641148325359,0.7081339712918661,0.291866028708134
BU03636201,2475,1310,0.131,0.5920000000000001,0.106,0.7,265,340,,0.35,0.32,7794.0,260,171.61,1138.3899999999999,775.5200000000001,138.85999999999999,605,1870,0.10707070707070707,0.13737373737373737,0.7555555555555555,0.24444444444444444
BU03636300,1880,930,0.14800000000000002,0.574,0.102,0.7,210,390,,0.17,0.17,11164.0,260,137.64000000000001,792.36,533.8199999999999,94.86,600,1280,0.11170212765957446,0.2074468085106383,0.6808510638297872,0.3191489361702128
BU03636400,145,60,,,,0.8,25,5,,0.03,0.02,6600.0,,,,,,30,115,0.1724137931034483,0.034482758620689655,0.7931034482758621,0.20689655172413793
BU03636401,120,55,,,,1.1,15,20,,0.03,0.03,4783.0,,,,,,35,85,0.125,0.16666666666666666,0.7083333333333334,0.2916666666666667
BU03636402,1045,400,0.025,0.159,0.534,0.9,155,45,,0.12,0.1,10472.0,566,10.0,390.0,63.6,213.60000000000002,200,845,0.14832535885167464,0.0430622009569378,0.8086124401913876,0.19138755980861244
BU03636403,360,130,0.032,0.153,0.473,1.0,75,10,,0.08,0.07,5242.0,575,4.16,125.84,19.89,61.489999999999995,85,275,0.20833333333333334,0.027777777777777776,0.7638888888888888,0.2361111111111111
BU03636404,5,0,,,,,0,5,,0.18,0.14,,,,,,,5,0,0.0,1.0,0.0,1.0
BU03636500,1155,560,0.1,0.555,0.111,0.7,110,240,,0.18,0.17,6703.0,256,56.0,504.0,310.8,62.160000000000004,350,805,0.09523809523809523,0.2077922077922078,0.696969696969697,0.30303030303030304
BU03636501,4235,2035,0.109,0.527,0.11,0.8,455,780,22.2,0.53,0.51,8383.0,255,221.815,1813.185,1072.445,223.85,1235,3000,0.10743801652892562,0.18417945690672963,0.7083825265643447,0.29161747343565525
BU03636502,4020,2110,0.16,0.598,0.086,0.6,495,1300,22.8,0.69,0.65,6166.0,250,337.6,1772.4,1261.78,181.45999999999998,1795,2225,0.12313432835820895,0.32338308457711445,0.5534825870646766,0.4465174129353234
BU03636503,2295,760,0.077,0.248,0.38799999999999996,0.9,230,880,,0.3,0.26,8846.0,437,58.519999999999996,701.48,188.48,294.87999999999994,1110,1185,0.10021786492374728,0.38344226579520696,0.5163398692810458,0.48366013071895425
BU03636601,415,180,0.109,0.34600000000000003,0.313,1.2,60,20,,0.47,0.45,929.0,339,19.62,160.38,62.28000000000001,56.34,80,335,0.14457831325301204,0.04819277108433735,0.8072289156626506,0.1927710843373494
BU03636602,1415,590,0.039,0.28,0.213,1.0,175,430,,0.51,0.49,2902.0,344,23.01,566.99,165.20000000000002,125.67,605,810,0.12367491166077739,0.303886925795053,0.5724381625441696,0.4275618374558304
BU03636603,2435,980,0.057,0.271,0.32899999999999996,1.0,280,485,,0.42,0.36,6688.0,365,55.86,924.14,265.58000000000004,322.41999999999996,765,1670,0.11498973305954825,0.19917864476386038,0.6858316221765913,0.3141683778234086
BU03636604,145,65,,,,1.1,15,10,,1.47,0.77,188.0,,,,,,25,120,0.10344827586206896,0.06896551724137931,0.8275862068965517,0.1724137931034483
BU03636605,3155,1550,0.18100000000000002,0.6459999999999999,0.049,0.5,380,1565,17.4,0.3,0.3,10401.0,213,280.55,1269.45,1001.2999999999998,75.95,1945,1210,0.12044374009508717,0.4960380348652932,0.38351822503961963,0.6164817749603804
BU03636606,1325,685,0.086,0.415,0.147,0.8,170,340,,0.16,0.16,8352.0,271,58.91,626.09,284.275,100.695,510,815,0.12830188679245283,0.25660377358490566,0.6150943396226415,0.3849056603773585
BU03636700,2190,895,0.062,0.27399999999999997,0.369,1.0,245,340,,1.31,1.17,1878.0,423,55.49,839.51,245.22999999999996,330.255,585,1605,0.11187214611872145,0.1552511415525114,0.7328767123287672,0.2671232876712329
BU03636701,1095,465,0.086,0.35100000000000003,0.23199999999999998,0.9,110,260,,0.19,0.18,5992.0,316,39.989999999999995,425.01,163.215,107.88,370,725,0.1004566210045662,0.2374429223744292,0.6621004566210046,0.3378995433789954
BU03636800,585,365,0.055999999999999994,0.444,0.055999999999999994,0.6,120,165,,0.12,0.11,5187.0,226,20.439999999999998,344.56,162.06,20.439999999999998,285,300,0.20512820512820512,0.28205128205128205,0.5128205128205128,0.48717948717948717
BU03636801,470,285,0.086,0.409,0.147,0.6,110,85,,0.16,0.14,3283.0,283,24.509999999999998,260.49,116.565,41.894999999999996,195,275,0.23404255319148937,0.18085106382978725,0.5851063829787234,0.4148936170212766
BU03636802,4970,2540,0.16,0.5720000000000001,0.07200000000000001,0.5,680,2705,20.7,0.38,0.36,13725.0,231,406.40000000000003,2133.6,1452.88,182.88000000000002,3385,1585,0.13682092555331993,0.5442655935613682,0.31891348088531185,0.6810865191146881
BU03636803,3490,1330,0.14400000000000002,0.48100000000000004,0.13699999999999998,0.7,265,2380,18.5,0.41,0.41,8620.0,291,191.52,1138.48,639.73,182.20999999999998,2645,845,0.07593123209169055,0.6819484240687679,0.24212034383954154,0.7578796561604585
BU03636804,2045,720,0.18100000000000002,0.499,0.12,0.7,190,1415,,0.23,0.22,9529.0,251,130.32000000000002,589.68,359.28,86.39999999999999,1605,440,0.09290953545232274,0.6919315403422983,0.21515892420537897,0.784841075794621
BU03636805,1610,635,0.172,0.47,0.19,0.8,210,865,,0.22,0.19,8702.0,322,109.21999999999998,525.78,298.45,120.65,1075,535,0.13043478260869565,0.5372670807453416,0.33229813664596275,0.6677018633540373
BU03636900,200,90,,,,1.0,40,35,,0.16,0.15,1340.0,457,,,,,75,125,0.2,0.175,0.625,0.375
BU03636902,1560,905,0.105,0.611,0.059000000000000004,0.5,260,575,,0.17,0.16,9778.0,226,95.02499999999999,809.975,552.955,53.395,835,725,0.16666666666666666,0.3685897435897436,0.46474358974358976,0.5352564102564102
BU03636909,985,575,0.1,0.621,0.075,0.5,175,295,,0.23,0.23,4352.0,256,57.5,517.5,357.075,43.125,470,515,0.17766497461928935,0.29949238578680204,0.5228426395939086,0.47715736040609136
BU03636910,3100,1540,0.183,0.5660000000000001,0.079,0.5,465,1675,20.2,0.28,0.28,11085.0,253,281.82,1258.18,871.6400000000001,121.66,2140,960,0.15,0.5403225806451613,0.3096774193548387,0.6903225806451613
BU03636911,2745,1225,0.215,0.611,0.037000000000000005,0.5,255,1780,16.0,0.24,0.23,12159.0,230,263.375,961.625,748.475,45.325,2035,710,0.09289617486338798,0.6484517304189436,0.2586520947176685,0.7413479052823315
BU03636912,2520,1600,0.09300000000000001,0.622,0.085,0.4,445,685,,0.47,0.47,5408.0,276,148.8,1451.2,995.2,136.0,1130,1390,0.1765873015873016,0.2718253968253968,0.5515873015873016,0.44841269841269843
BU03637000,3740,1565,0.162,0.5579999999999999,0.109,0.5,430,2160,19.0,0.37,0.34,11128.0,262,253.53,1311.47,873.2699999999999,170.585,2590,1150,0.11497326203208556,0.5775401069518716,0.3074866310160428,0.6925133689839572
BU03637001,3665,1830,0.151,0.546,0.14800000000000002,0.7,390,1560,24.7,0.53,0.5,7312.0,279,276.33,1553.67,999.1800000000001,270.84000000000003,1950,1715,0.10641200545702592,0.4256480218281037,0.4679399727148704,0.5320600272851296
BU03637002,2645,1240,0.17,0.615,0.069,0.6,295,1585,17.9,0.34,0.31,8678.0,235,210.8,1029.2,762.6,85.56,1880,765,0.11153119092627599,0.5992438563327032,0.2892249527410208,0.7107750472589792
BU03637003,3655,1565,0.151,0.513,0.10400000000000001,0.7,420,1920,19.3,0.46,0.4,9081.0,260,236.315,1328.685,802.845,162.76000000000002,2340,1315,0.11491108071135431,0.5253077975376197,0.359781121751026,0.640218878248974
BU03637004,325,140,0.021,0.218,0.444,1.1,65,20,,0.1,0.08,4189.0,535,2.9400000000000004,137.06,30.52,62.160000000000004,85,240,0.2,0.06153846153846154,0.7384615384615385,0.26153846153846155
BU03637005,370,160,0.121,0.469,0.191,0.7,45,145,,0.03,0.03,11398.0,319,19.36,140.64,75.03999999999999,30.560000000000002,190,180,0.12162162162162163,0.3918918918918919,0.4864864864864865,0.5135135135135135
BU03637102,950,435,0.051,0.243,0.40299999999999997,0.9,170,105,,0.7,0.57,1676.0,423,22.185,412.815,105.705,175.30499999999998,275,675,0.17894736842105263,0.11052631578947368,0.7105263157894737,0.2894736842105263
BU03637104,0,0,,,,,0,0,,1.39,0.91,,,,,,,0,0,,,,
BU03637105,1555,1375,0.183,0.826,0.026000000000000002,0.2,350,470,,0.79,0.37,4173.0,80,251.625,1123.375,1135.75,35.75,820,735,0.22508038585209003,0.3022508038585209,0.47266881028938906,0.5273311897106109
BU03637106,180,70,,,,,45,45,,0.66,0.35,516.0,,,,,,90,90,0.25,0.25,0.5,0.5
BU03637107,1365,695,0.047,0.17300000000000001,0.473,0.6,255,230,,0.51,0.29,4655.0,570,32.665,662.335,120.23500000000001,328.73499999999996,485,880,0.18681318681318682,0.1684981684981685,0.6446886446886447,0.3553113553113553
BU03637200,290,210,0.08,0.625,0.05,1.1,130,75,,0.5,0.32,916.0,204,16.8,193.2,131.25,10.5,205,85,0.4482758620689655,0.25862068965517243,0.29310344827586204,0.7068965517241379
BU03637201,10,10,,,,,5,0,,0.39,0.27,37.0,,,,,,5,5,0.5,0.0,0.5,0.5
BU03637202,25,10,,,,,0,5,,0.22,0.1,261.0,,,,,,5,20,0.0,0.2,0.8,0.2
BU03637300,70,30,,,,,10,5,,0.25,0.15,479.0,,,,,,15,55,0.14285714285714285,0.07142857142857142,0.7857142857142857,0.21428571428571427
BU03637301,605,250,0.027999999999999997,0.23199999999999998,0.41600000000000004,1.0,80,35,,0.68,0.66,917.0,608,6.999999999999999,243.0,57.99999999999999,104.00000000000001,115,490,0.1322314049586777,0.05785123966942149,0.8099173553719008,0.19008264462809918
BU03637302,5,0,,,,,0,0,,0.37,0.36,,,,,,,0,5,0.0,0.0,1.0,0.0
BU03637303,500,200,0.051,0.19899999999999998,0.44299999999999995,1.2,60,15,,2.94,2.55,197.0,,10.2,189.8,39.8,88.6,75,425,0.12,0.03,0.85,0.15
BU03637304,25,0,,,,,0,5,,1.6,1.55,16.0,,,,,,5,20,0.0,0.2,0.8,0.2
BU03637305,310,130,0.024,0.171,0.419,1.4,30,10,,2.27,1.77,175.0,604,3.12,126.88,22.23,54.47,40,270,0.0967741935483871,0.03225806451612903,0.8709677419354839,0.12903225806451613
BU03637306,280,110,0.063,0.196,0.473,1.3,20,10,,9.28,7.84,36.0,592,6.93,103.07,21.560000000000002,52.029999999999994,30,250,0.07142857142857142,0.03571428571428571,0.8928571428571429,0.10714285714285714
BU03637307,480,195,0.068,0.267,0.364,1.2,35,15,,8.86,8.5,56.0,568,13.260000000000002,181.74,52.065000000000005,70.98,50,430,0.07291666666666667,0.03125,0.8958333333333334,0.10416666666666667
BU03637308,15,10,,,,,10,5,,1.02,0.94,19.0,,,,,,15,0,0.6666666666666666,0.3333333333333333,0.0,1.0
BU03637309,5,5,,,,,5,0,,0.48,0.45,,,,,,,5,0,1.0,0.0,0.0,1.0
BU03637400,115,40,,,,,20,5,,0.04,0.04,2950.0,,,,,,25,90,0.17391304347826086,0.043478260869565216,0.782608695652174,0.21739130434782608
BU03637401,345,245,0.364,0.698,0.11599999999999999,0.3,50,155,,0.31,0.3,1160.0,303,89.17999999999999,155.82,171.01,28.419999999999998,205,140,0.14492753623188406,0.4492753623188406,0.4057971014492754,0.5942028985507246
BU03637402,2390,885,0.049,0.22899999999999998,0.397,0.9,355,760,,0.51,0.48,5001.0,470,43.365,841.635,202.665,351.345,1115,1275,0.14853556485355648,0.3179916317991632,0.5334728033472803,0.4665271966527197
BU03637500,2235,1160,0.154,0.483,0.195,0.4,420,615,,0.1,0.1,23293.0,413,178.64,981.36,560.28,226.20000000000002,1035,1200,0.18791946308724833,0.2751677852348993,0.5369127516778524,0.46308724832214765
BU03637501,1095,655,0.121,0.505,0.188,0.3,220,270,,0.05,0.04,26231.0,378,79.255,575.745,330.775,123.14,490,605,0.2009132420091324,0.2465753424657534,0.5525114155251142,0.4474885844748858
BU03637502,1830,955,0.179,0.563,0.154,0.3,320,800,,0.08,0.07,25842.0,363,170.945,784.0550000000001,537.665,147.07,1120,710,0.17486338797814208,0.4371584699453552,0.3879781420765027,0.6120218579234973
BU03637503,1035,485,0.157,0.473,0.165,0.5,125,505,,0.05,0.04,23203.0,339,76.145,408.855,229.405,80.025,630,405,0.12077294685990338,0.48792270531400966,0.391304347826087,0.6086956521739131
